WO#,Title,Status,Type,Silo/Lane,Stage,Owner,SpecPath,ResultPath,Notes
174,Hero Backwards And Anim,Ready,fix,,,,WorkOrders/WORK_ORDER_174_hero_backwards_and_anim.md,,spec Status: READY TO IMPLEMENT
175,Store Visual Polish,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_175_store_visual_polish.md,WorkOrders/WORK_ORDER_175_store_visual_polish.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
176,Tower Visual Polish,Ready,feature,,,,WorkOrders/WORK_ORDER_176_tower_visual_polish.md,,spec Status: READY TO IMPLEMENT
177,Wall Orientation Wrong,Ready,feature,,,,WorkOrders/WORK_ORDER_177_wall_orientation_wrong.md,,spec Status: READY TO IMPLEMENT
178,Hud Healthbar Styling,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_178_hud_healthbar_styling.md,WorkOrders/WORK_ORDER_178_hud_healthbar_styling.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
179,Moat Water And Widen,Ready,feature,,,,WorkOrders/WORK_ORDER_179_moat_water_and_widen.md,,spec Status: READY TO IMPLEMENT
179,Moat Water Material,Ready,feature,,,,WorkOrders/WORK_ORDER_179_moat_water_material.md,,spec Status: READY TO IMPLEMENT
180,Production Building Roster,Ready,fix,,,,WorkOrders/WORK_ORDER_180_production_building_roster.md,,spec Status: READY TO IMPLEMENT (phased)
181,Rampart Stairs Upper Siege Defenses,Ready,feature,,,,WorkOrders/WORK_ORDER_181_rampart_stairs_upper_siege_defenses.md,,spec Status: READY TO IMPLEMENT
181,Villagescenebuilder Partial Split,Ready,fix,,,,WorkOrders/WORK_ORDER_181_villagescenebuilder_partial_split.md,,spec Status: READY TO IMPLEMENT** (run AFTER the current playtest build ships)
182,Avalon To Elarion Canon Purge,Ready,docs,,,,WorkOrders/WORK_ORDER_182_avalon_to_elarion_canon_purge.md,,spec Status: READY TO IMPLEMENT
183,Stairs Orientation Open To Wall,Ready,fix,,,,WorkOrders/WORK_ORDER_183_stairs_orientation_open_to_wall.md,,spec Status: READY TO IMPLEMENT
184,Pet Tpose Animation,Ready,fix,,,,WorkOrders/WORK_ORDER_184_pet_tpose_animation.md,,spec Status: READY TO IMPLEMENT
185,Hero Select To Pet Select Flow,Ready,fix,,,,WorkOrders/WORK_ORDER_185_hero_select_to_pet_select_flow.md,,spec Status: READY TO IMPLEMENT
186,Wave Countdown Timer,Ready,feature,,,,WorkOrders/WORK_ORDER_186_wave_countdown_timer.md,,spec Status: READY TO IMPLEMENT
187,Pet Clips Through Walls,Ready,feature,,,,WorkOrders/WORK_ORDER_187_pet_clips_through_walls.md,,spec Status: READY TO IMPLEMENT
188,Solid Bridges Replace Gates,Ready,fix,,,,WorkOrders/WORK_ORDER_188_solid_bridges_replace_gates.md,,spec Status: READY TO IMPLEMENT
189,Elarion City Persistent Populate,Ready,fix,,,,WorkOrders/WORK_ORDER_189_elarion_city_persistent_populate.md,,spec Status: READY TO IMPLEMENT
190,Orc Necromancer Enemy,Spec,feature,,,,WorkOrders/WORK_ORDER_190_orc_necromancer_enemy.md,,spec Status: QUEUED for overnight**  **Date:** 2026-05-31  **Lane:** Art/Enemy pipeline (CLI gatekeeper gates the build)
191,Webgl Size Optimization,Ready,feature,,,,WorkOrders/WORK_ORDER_191_webgl_size_optimization.md,,spec Status: READY TO IMPLEMENT
192,Ground Coplanar Zfight Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_192_ground_coplanar_zfight_fix.md,,spec Status: READY TO IMPLEMENT
193,Overworld Random Encounters,Ready,feature,,,,WorkOrders/WORK_ORDER_193_overworld_random_encounters.md,,spec Status: DESIGN -> READY once the resolution decision is made (see Decision)
194,Build Experience Timers Construction,Ready,docs,,,,WorkOrders/WORK_ORDER_194_build_experience_timers_construction.md,,spec Status: READY TO IMPLEMENT (phased)
195,Spell Vfx Factory,Ready,docs,,,,WorkOrders/WORK_ORDER_195_spell_vfx_factory.md,,spec Status: READY TO IMPLEMENT
196,Webgl No Brotli,Ready,fix,,,,WorkOrders/WORK_ORDER_196_webgl_no_brotli.md,,spec Status: READY TO IMPLEMENT
197,Zelda Overworld Combat Design,Ready,feature,,,,WorkOrders/WORK_ORDER_197_zelda_overworld_combat_design.md,,spec Status: READY FOR ARCHITECT
198,Pipeline Architecture Reconciliation,Ready,docs,,,,WorkOrders/WORK_ORDER_198_pipeline_architecture_reconciliation.md,,spec Status: READY - UI (planning/reconciliation pass; NOT a coding pass yet)
199,Remove Kaykit Buildings Markers,Spec,feature,,,,WorkOrders/WORK_ORDER_199_remove_kaykit_buildings_markers.md,,no Status line in spec
200,Strip Wall Perimeter For Handdesign,Spec,feature,,,,WorkOrders/WORK_ORDER_200_strip_wall_perimeter_for_handdesign.md,,no Status line in spec
201,Catalog Data Model And Defensive Content,Ready,docs,,,,WorkOrders/WORK_ORDER_201_catalog_data_model_and_defensive_content.md,,spec Status: READY TO IMPLEMENT
202,Cc5 Character Pipeline First Hero,Ready,feature,,,,WorkOrders/WORK_ORDER_202_cc5_character_pipeline_first_hero.md,,spec Status: READY TO IMPLEMENT
203,Full City Redesign Component Catalog,Spec,docs,,,,WorkOrders/WORK_ORDER_203_full_city_redesign_component_catalog.md,,spec Status: DRAFT - sequenced AFTER WO-151
204,Camera Rig Wall Occlusion,Ready,feature,,,,WorkOrders/WORK_ORDER_204_camera_rig_wall_occlusion.md,,spec Status: READY TO IMPLEMENT (spec finalized + reviewed 2026-05-31)
205,Node Settlements Harvest Defend,Ready,feature,,,,WorkOrders/WORK_ORDER_205_node_settlements_harvest_defend.md,,spec Status: READY TO IMPLEMENT (phased)
206,Moat Water Material,Ready,feature,,,,WorkOrders/WORK_ORDER_206_moat_water_material.md,,spec Status: READY TO IMPLEMENT
207,Villagescenebuilder Partial Split,Ready,fix,,,,WorkOrders/WORK_ORDER_207_villagescenebuilder_partial_split.md,,spec Status: READY TO IMPLEMENT** (run AFTER the current playtest build ships)
208,Webgl Rebuild Current Tree,Ready,fix,,,,WorkOrders/WORK_ORDER_208_webgl_rebuild_current_tree.md,,spec Status: READY TO IMPLEMENT
209,Tower Combat,Ready,docs,,,,WorkOrders/WORK_ORDER_209_tower_combat.md,,spec Status: READY TO IMPLEMENT
210,Jupiter Swap Panel Phase1,Ready,feature,,,,WorkOrders/WORK_ORDER_210_jupiter_swap_panel_phase1.md,,spec Status: READY TO IMPLEMENT
211,Webgl Optimize Full,Ready,feature,,,,WorkOrders/WORK_ORDER_211_webgl_optimize_full.md,,spec Status: READY TO IMPLEMENT
212,Gate Alignment Z Fighting,Ready,fix,,,,WorkOrders/WORK_ORDER_212_gate_alignment_z_fighting.md,,spec Status: READY TO IMPLEMENT
213,Wandering Troops Downscale,Ready,feature,,,,WorkOrders/WORK_ORDER_213_wandering_troops_downscale.md,,spec Status: READY TO IMPLEMENT
214,Camera Height Adjustment,Ready,feature,,,,WorkOrders/WORK_ORDER_214_camera_height_adjustment.md,,spec Status: READY TO IMPLEMENT
215,Build Mode Placement Input,Ready,fix,,,,WorkOrders/WORK_ORDER_215_build_mode_placement_input.md,,spec Status: READY TO IMPLEMENT
216,Enemy Camps System,Ready,feature,,,,WorkOrders/WORK_ORDER_216_enemy_camps_system.md,,spec Status: READY TO IMPLEMENT
217,Animation Polish Anticipation Impact,Ready,feature,,,,WorkOrders/WORK_ORDER_217_animation_polish_anticipation_impact.md,,spec Status: READY TO IMPLEMENT
218,Animation Layering Upper Body,Ready,feature,,,,WorkOrders/WORK_ORDER_218_animation_layering_upper_body.md,,spec Status: READY TO IMPLEMENT
219,Visual Feedback Hit Stop Particles,Ready,feature,,,,WorkOrders/WORK_ORDER_219_visual_feedback_hit_stop_particles.md,,spec Status: READY TO IMPLEMENT
221,Defend Tower Camera Closer Angle,Done,feature,,,,WorkOrders/WORK_ORDER_221_defend_tower_camera_closer_angle.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
222,Tutorial Hero First Free Tower,Ready,feature,,,,WorkOrders/WORK_ORDER_222_tutorial_hero_first_free_tower.md,,spec Status: READY TO IMPLEMENT
223,Archer Hero Select Card,Ready,feature,,,,WorkOrders/WORK_ORDER_223_archer_hero_select_card.md,,spec Status: READY TO IMPLEMENT
224,Knight Hero Select Card,Ready,feature,,,,WorkOrders/WORK_ORDER_224_knight_hero_select_card.md,,spec Status: READY TO IMPLEMENT
225,Mage Hero Select Card,Ready,feature,,,,WorkOrders/WORK_ORDER_225_mage_hero_select_card.md,,spec Status: READY TO IMPLEMENT
226,Cleric Hero Select Card,Ready,feature,,,,WorkOrders/WORK_ORDER_226_cleric_hero_select_card.md,,spec Status: READY TO IMPLEMENT
227,Opening Cutscene Story Companion,Ready,feature,,,,WorkOrders/WORK_ORDER_227_opening_cutscene_story_companion.md,,spec Status: READY TO IMPLEMENT
228,Resource Nodes Gathering Tutorial,Ready,feature,,,,WorkOrders/WORK_ORDER_228_resource_nodes_gathering_tutorial.md,,spec Status: READY TO IMPLEMENT
229,Harvest Visual Feedback Ui,Ready,feature,,,,WorkOrders/WORK_ORDER_229_harvest_visual_feedback_ui.md,,spec Status: READY TO IMPLEMENT
231,Party Assembly And Early Resource Loop,Ready,fix,,,,WorkOrders/WORK_ORDER_231_party_assembly_and_early_resource_loop.md,,spec Status: READY TO IMPLEMENT
232,Rendering Urp Sweep,Ready,fix,,,,WorkOrders/WORK_ORDER_232_rendering_urp_sweep.md,,spec Status: READY TO IMPLEMENT
233,Collision Navmesh Sweep,Ready,feature,,,,WorkOrders/WORK_ORDER_233_collision_navmesh_sweep.md,,spec Status: READY TO IMPLEMENT
234,Animation Sweep,Ready,fix,,,,WorkOrders/WORK_ORDER_234_animation_sweep.md,,spec Status: READY TO IMPLEMENT
235,Death And Spire Destroyed Screens,Ready,docs,,,,WorkOrders/WORK_ORDER_235_death_and_spire_destroyed_screens.md,,spec Status: READY TO IMPLEMENT
236,Cosmetic Store Ui,Ready,feature,,,,WorkOrders/WORK_ORDER_236_cosmetic_store_ui.md,,spec Status: READY TO IMPLEMENT
237,Building Upgrade Panel,Ready,feature,,,,WorkOrders/WORK_ORDER_237_building_upgrade_panel.md,,spec Status: READY TO IMPLEMENT
238,Sylas First Meeting Narrative,Ready,feature,,,,WorkOrders/WORK_ORDER_238_sylas_first_meeting_narrative.md,,spec Status: READY TO IMPLEMENT
239,Node Claiming Outpost Build,Ready,feature,,,,WorkOrders/WORK_ORDER_239_node_claiming_outpost_build.md,,spec Status: READY TO IMPLEMENT
240,Heartwood Living Tree Asset,Ready,feature,,,,WorkOrders/WORK_ORDER_240_heartwood_living_tree_asset.md,,spec Status: READY TO IMPLEMENT
241,Alert Intel System,Ready,feature,,,,WorkOrders/WORK_ORDER_241_alert_intel_system.md,,spec Status: READY TO IMPLEMENT
242,Mobile First Hud And Interaction,Ready,feature,,,,WorkOrders/WORK_ORDER_242_mobile_first_hud_and_interaction.md,,spec Status: READY TO IMPLEMENT
243,Audio Full Pass,Ready,feature,,,,WorkOrders/WORK_ORDER_243_audio_full_pass.md,,spec Status: READY TO IMPLEMENT
244,Node Visibility And Discovery,Ready,feature,,,,WorkOrders/WORK_ORDER_244_node_visibility_and_discovery.md,,spec Status: READY TO IMPLEMENT
245,World Terrain Foundation,Ready,feature,,,,WorkOrders/WORK_ORDER_245_world_terrain_foundation.md,,spec Status: READY TO IMPLEMENT
246,Replace Kaykit Npcs,Ready,feature,,,,WorkOrders/WORK_ORDER_246_replace_kaykit_npcs.md,,spec Status: READY TO IMPLEMENT
247,Village Scene Cleanup,Ready,fix,,,,WorkOrders/WORK_ORDER_247_village_scene_cleanup.md,,spec Status: READY TO IMPLEMENT
248,Hero Hover Exploit Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_248_hero_hover_exploit_fix.md,,spec Status: READY TO IMPLEMENT
249,Oversized Npc Scale Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_249_oversized_npc_scale_fix.md,,spec Status: READY TO IMPLEMENT
250,Portal Interior Glow Vfx,Ready,feature,,,,WorkOrders/WORK_ORDER_250_portal_interior_glow_vfx.md,,spec Status: READY TO IMPLEMENT
251,Landing Page Ui Fixes,Ready,fix,,,,WorkOrders/WORK_ORDER_251_landing_page_ui_fixes.md,,spec Status: READY TO IMPLEMENT
252,Npc Dialogue Z Order,Ready,fix,,,,WorkOrders/WORK_ORDER_252_npc_dialogue_z_order.md,,spec Status: READY TO IMPLEMENT
253,Split Village Scene Builder,Ready,feature,,,,WorkOrders/WORK_ORDER_253_split_village_scene_builder.md,,spec Status: READY TO IMPLEMENT
253,Tutorial Speech Bubble Overlay,Ready,feature,,,,WorkOrders/WORK_ORDER_253_tutorial_speech_bubble_overlay.md,,spec Status: READY TO IMPLEMENT
254,Claimablenode Timer Persistence,Ready,feature,,,,WorkOrders/WORK_ORDER_254_claimablenode_timer_persistence.md,,spec Status: READY TO IMPLEMENT
254,Hero Hover Exploit,Ready,fix,,,,WorkOrders/WORK_ORDER_254_hero_hover_exploit.md,,spec Status: READY TO IMPLEMENT
255,Hero Backwards Walk,Ready,feature,,,,WorkOrders/WORK_ORDER_255_hero_backwards_walk.md,,spec Status: READY TO IMPLEMENT
255,Terrain Seam Height Mismatch,Ready,feature,,,,WorkOrders/WORK_ORDER_255_terrain_seam_height_mismatch.md,,spec Status: READY TO IMPLEMENT
256,Blue Ring Removal,Ready,fix,,,,WorkOrders/WORK_ORDER_256_blue_ring_removal.md,,spec Status: READY TO IMPLEMENT
256,Double Wall Ring,Ready,feature,,,,WorkOrders/WORK_ORDER_256_double_wall_ring.md,,spec Status: READY TO IMPLEMENT
257,Atb Hero Icons,Ready,feature,,,,WorkOrders/WORK_ORDER_257_atb_hero_icons.md,,spec Status: READY TO IMPLEMENT
257,Hero Select Layout,Ready,fix,,,,WorkOrders/WORK_ORDER_257_hero_select_layout.md,,spec Status: READY TO IMPLEMENT
258,Atb Bug Fixes,Ready,fix,,,,WorkOrders/WORK_ORDER_258_atb_bug_fixes.md,,spec Status: READY TO IMPLEMENT (CRITICAL PATH)
259,Inworld Combat Core,Ready,feature,,,,WorkOrders/WORK_ORDER_259_inworld_combat_core.md,,spec Status: READY TO IMPLEMENT
260,Hero Intro Screen,Ready,feature,,,,WorkOrders/WORK_ORDER_260_hero_intro_screen.md,,spec Status: READY TO PRODUCE
261,Hero Hover Exploit,Ready,feature,,,,WorkOrders/WORK_ORDER_261_hero_hover_exploit.md,,spec Status: READY TO IMPLEMENT
262,Pets Traveling Reverse,Ready,feature,,,,WorkOrders/WORK_ORDER_262_pets_traveling_reverse.md,,spec Status: READY TO IMPLEMENT
263,Upside Down Tree,Ready,feature,,,,WorkOrders/WORK_ORDER_263_upside_down_tree.md,,spec Status: READY TO IMPLEMENT
264,Portal Color Incorrect,Ready,fix,,,,WorkOrders/WORK_ORDER_264_portal_color_incorrect.md,,spec Status: READY TO IMPLEMENT
265,Castle Doors Not Opening,Spec,feature,,,,WorkOrders/WORK_ORDER_265_castle_doors_not_opening.md,,spec Status: CANCELLED - owner confirmed this is old and can be deleted (2026-06-03)
266,Resource Economy Correction,Ready,feature,,,,WorkOrders/WORK_ORDER_266_resource_economy_correction.md,,spec Status: READY TO IMPLEMENT
267,Gate Crossing Intel,Ready,feature,,,,WorkOrders/WORK_ORDER_267_gate_crossing_intel.md,,spec Status: READY TO IMPLEMENT
268,Replace Kaykit Npcs,Ready,feature,,,,WorkOrders/WORK_ORDER_268_replace_kaykit_npcs.md,,spec Status: READY TO IMPLEMENT
269,Regionmobspawner Perf,Ready,feature,,,,WorkOrders/WORK_ORDER_269_regionmobspawner_perf.md,,spec Status: READY TO IMPLEMENT
270,Claimablenode Perf,Ready,feature,,,,WorkOrders/WORK_ORDER_270_claimablenode_perf.md,,spec Status: READY TO IMPLEMENT
271,Npc Dialogue Overlaps Hud,Ready,feature,,,,WorkOrders/WORK_ORDER_271_npc_dialogue_overlaps_hud.md,,spec Status: READY TO IMPLEMENT
272,Portal Glow Vfx,Ready,feature,,,,WorkOrders/WORK_ORDER_272_portal_glow_vfx.md,,spec Status: READY TO IMPLEMENT
273,Zone Architecture Redesign,Ready,fix,,,,WorkOrders/WORK_ORDER_273_zone_architecture_redesign.md,,spec Status: READY TO IMPLEMENT
274,Project Restructuring,Ready,feature,,,,WorkOrders/WORK_ORDER_274_project_restructuring.md,,spec Status: READY TO IMPLEMENT
275,Silo Architecture,Ready,feature,,,,WorkOrders/WORK_ORDER_275_silo_architecture.md,,spec Status: READY TO IMPLEMENT
276,Atb System Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_276_atb_system_fix.md,,spec Status: READY TO IMPLEMENT
277,Tutorial Companion Onboarding,Ready,feature,,,,WorkOrders/WORK_ORDER_277_tutorial_companion_onboarding.md,,spec Status: READY TO IMPLEMENT
278,Village Rebuild Modular,Ready,feature,,,,WorkOrders/WORK_ORDER_278_village_rebuild_modular.md,,spec Status: READY TO IMPLEMENT
279,Am Build Bake Chain,Ready,feature,,,,WorkOrders/WORK_ORDER_279_am_build_bake_chain.md,,spec Status: READY TO IMPLEMENT
279,Village2 Generator Fixes,Ready,fix,,,,WorkOrders/WORK_ORDER_279_village2_generator_fixes.md,,spec Status: READY TO IMPLEMENT
280,Go Live Blockers,Ready,fix,,,,WorkOrders/WORK_ORDER_280_go_live_blockers.md,,spec Status: READY TO IMPLEMENT
280,Village2 Wiring Gate,Ready,feature,,,,WorkOrders/WORK_ORDER_280_village2_wiring_gate.md,,spec Status: READY TO IMPLEMENT - but GATED. Do not merge to feat/tower-core-loop until all 6 pass.
281,Build Blocker Addressables Sbp,Ready,feature,,,,WorkOrders/WORK_ORDER_281_build_blocker_addressables_sbp.md,,"spec Status: READY TO IMPLEMENT - P0, blocks ALL player builds"
282,Buildpreviewmodal Premium Rotation,Ready,feature,,,,WorkOrders/WORK_ORDER_282_BuildPreviewModal_Premium_Rotation.md,,spec Status: READY TO IMPLEMENT
282,Heroes Resources To Addressables.Hold,Spec,feature,,,,WorkOrders/WORK_ORDER_282_heroes_resources_to_addressables.HOLD.md,,"spec Status: HELD for a daytime, play-verified session. **Not** started."
282,Heroes Resources To Addressables,Ready,feature,,,,WorkOrders/WORK_ORDER_282_heroes_resources_to_addressables.md,,spec Status: READY TO IMPLEMENT
283,Canonical Animation Library,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_283_canonical_animation_library.md,WorkOrders/WORK_ORDER_283_canonical_animation_library.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
284,Unified Animation Routines,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_284_unified_animation_routines.md,WorkOrders/WORK_ORDER_284_unified_animation_routines.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
285,D Combat Uses Animation Library,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_285_3d_combat_uses_animation_library.md,WorkOrders/WORK_ORDER_285_3d_combat_uses_animation_library.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
286,Hero Fbx Import Settings Fix,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_286_hero_fbx_import_settings_fix.md,WorkOrders/WORK_ORDER_286_hero_fbx_import_settings_fix.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
287,Threat Assessment Intel,Ready,feature,,,,WorkOrders/WORK_ORDER_287_threat_assessment_intel.md,,"spec Status: SPEC - captured, NOT yet ready to implement** (depends on the roaming-enemy +"
288,Class Signature Combat Moves,In Implementation,feature,,,,WorkOrders/WORK_ORDER_288_class_signature_combat_moves.md,,"spec Status: IN PROGRESS - core shipped, class variants are SPEC."
290,Quest Service And Tracker,Ready,feature,,,,WorkOrders/WORK_ORDER_290_quest_service_and_tracker.md,,spec Status: READY TO IMPLEMENT
291,Vendor Yarn Pack And Quest Verbs,Ready,fix,,,,WorkOrders/WORK_ORDER_291_vendor_yarn_pack_and_quest_verbs.md,,spec Status: READY TO IMPLEMENT
292,Keystone Spire Finale Wiring,Ready,feature,,,,WorkOrders/WORK_ORDER_292_keystone_spire_finale_wiring.md,,spec Status: READY TO IMPLEMENT
293,Crafting Tiers And Legendary Recipes,Ready,feature,,,,WorkOrders/WORK_ORDER_293_crafting_tiers_and_legendary_recipes.md,,spec Status: READY TO IMPLEMENT
294,Forgemasters Saga Yarn And Scenes,Ready,docs,,,,WorkOrders/WORK_ORDER_294_forgemasters_saga_yarn_and_scenes.md,,spec Status: READY TO IMPLEMENT
295,Legendary Aegis Set And Ward,Ready,feature,,,,WorkOrders/WORK_ORDER_295_legendary_aegis_set_and_ward.md,,spec Status: READY TO IMPLEMENT
296,Reforge Choice Finale Ending,Ready,feature,,,,WorkOrders/WORK_ORDER_296_reforge_choice_finale_ending.md,,spec Status: READY TO IMPLEMENT
297,Pet Acquisition And Slots,Ready,docs,,,,WorkOrders/WORK_ORDER_297_pet_acquisition_and_slots.md,,spec Status: READY TO IMPLEMENT
298,Pet Skill Catalog Content,Ready,docs,,,,WorkOrders/WORK_ORDER_298_pet_skill_catalog_content.md,,spec Status: READY TO IMPLEMENT
299,Pet Bond Questlines,Ready,feature,,,,WorkOrders/WORK_ORDER_299_pet_bond_questlines.md,,spec Status: READY TO IMPLEMENT
300,Weaponsmithing Lore Integration,Ready,feature,,,,WorkOrders/WORK_ORDER_300_weaponsmithing_lore_integration.md,,spec Status: READY TO IMPLEMENT
301,Party Persistence,Ready,feature,,,,WorkOrders/WORK_ORDER_301_party_persistence.md,,spec Status: READY - BACKBONE (build early; companion presence + party UI both depend on it).
301,Party Persistence Wallet Keyed,Ready,feature,,,,WorkOrders/WORK_ORDER_301_party_persistence_wallet_keyed.md,,spec Status: READY TO IMPLEMENT
302,Floating Healthbar Oversize Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_302_floating_healthbar_oversize_fix.md,,spec Status: READY TO IMPLEMENT
303,Combat Party Hud Wire To Data,Ready,feature,,,,WorkOrders/WORK_ORDER_303_combat_party_hud_wire_to_data.md,,spec Status: READY TO IMPLEMENT
304,Brom Rumor Board,Ready,feature,,,,WorkOrders/WORK_ORDER_304_brom_rumor_board.md,,spec Status: READY TO IMPLEMENT
305,Relic Recovery Quests,Ready,feature,,,,WorkOrders/WORK_ORDER_305_relic_recovery_quests.md,,spec Status: READY TO IMPLEMENT
306,Regression Smoke Test Harness,In Implementation,fix,,,,WorkOrders/WORK_ORDER_306_regression_smoke_test_harness.md,,"spec Status: SPEC - capture now, build when ramping** (owner: ""designing  implementing now;"
307,Hud Visual Overhaul Responsive,Spec,docs,,,,WorkOrders/WORK_ORDER_307_hud_visual_overhaul_responsive.md,,spec Status: QUEUED - later/polish (post-core; owner 2026-06-07).** Visual targets:
308,Ability Bar Cooldown Rings,Ready,feature,,,,WorkOrders/WORK_ORDER_308_ability_bar_cooldown_rings.md,,spec Status: READY TO IMPLEMENT
309,Resource Bar Icons,Ready,feature,,,,WorkOrders/WORK_ORDER_309_resource_bar_icons.md,,spec Status: READY TO IMPLEMENT
310,Companion Wrong Color Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_310_companion_wrong_color_fix.md,,spec Status: READY TO IMPLEMENT
311,Tree Of Life Canonical Placement,Ready,docs,,,,WorkOrders/WORK_ORDER_311_tree_of_life_canonical_placement.md,,spec Status: READY TO IMPLEMENT
312,Farm To Harvest Node,Ready,docs,,,,WorkOrders/WORK_ORDER_312_farm_to_harvest_node.md,,spec Status: READY TO IMPLEMENT
313,Windmill Production Station,Ready,docs,,,,WorkOrders/WORK_ORDER_313_windmill_production_station.md,,spec Status: READY TO IMPLEMENT
314,Buildpreview Pane Cleanup,Ready,docs,,,,WorkOrders/WORK_ORDER_314_buildpreview_pane_cleanup.md,,spec Status: READY TO IMPLEMENT
315,Enemies Walk Backwards,Ready,docs,,,,WorkOrders/WORK_ORDER_315_enemies_walk_backwards.md,,spec Status: READY TO IMPLEMENT
316,Mobs Spawn In Families,Ready,docs,,,,WorkOrders/WORK_ORDER_316_mobs_spawn_in_families.md,,spec Status: READY TO IMPLEMENT
317,Dtt Player Grounding,Done,docs,,,,WorkOrders/WORK_ORDER_317_dtt_player_grounding.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
318,Dtt Aim North Head Pivot,Done,docs,,,,WorkOrders/WORK_ORDER_318_dtt_aim_north_head_pivot.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
319,Dtt Combat Parity Model Anim Firerate,Done,docs,,,,WorkOrders/WORK_ORDER_319_dtt_combat_parity_model_anim_firerate.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
320,Dtt Loss Has No Impact,Done,docs,,,,WorkOrders/WORK_ORDER_320_dtt_loss_has_no_impact.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
321,Missing Side Gate Pet House,Ready,docs,,,,WorkOrders/WORK_ORDER_321_missing_side_gate_pet_house.md,,spec Status: READY TO IMPLEMENT
322,Compass Not Visible,Ready,docs,,,,WorkOrders/WORK_ORDER_322_compass_not_visible.md,,spec Status: READY TO IMPLEMENT
323,Trees All White,Ready,fix,,,,WorkOrders/WORK_ORDER_323_trees_all_white.md,,spec Status: READY TO IMPLEMENT
324,Dungeon Placeholder Npc Exit,Ready,docs,,,,WorkOrders/WORK_ORDER_324_dungeon_placeholder_npc_exit.md,,spec Status: READY TO IMPLEMENT
325,Node Interaction Does Nothing,Ready,docs,,,,WorkOrders/WORK_ORDER_325_node_interaction_does_nothing.md,,spec Status: READY TO IMPLEMENT
326,Hero Facing 90Deg Offset,Ready,fix,,,,WorkOrders/WORK_ORDER_326_hero_facing_90deg_offset.md,,spec Status: READY TO IMPLEMENT
327,Admin Trigger Wave Noop,Ready,docs,,,,WorkOrders/WORK_ORDER_327_admin_trigger_wave_noop.md,,spec Status: READY TO IMPLEMENT
328,Root Nullref Spam Investigation,Ready,fix,,,,WorkOrders/WORK_ORDER_328_root_nullref_spam_investigation.md,,"spec Status: READY TO IMPLEMENT**  **PRIORITY: HIGH (suspected root of several ""nothing happens"" bugs)"
329,Checkin Regression Test Suite,Ready,fix,,,,WorkOrders/WORK_ORDER_329_checkin_regression_test_suite.md,,spec Status: READY TO IMPLEMENT** (scaffolds authored by agent; CLI build-verifies the C# tests)
329,Pet Deploy Timing,Spec,docs,,,,WorkOrders/WORK_ORDER_329_pet_deploy_timing.md,,"spec Status: SPEC / revisit** - stopgap shipped, root design call pending. **Lane:** 12 (Onboarding) / 6 (Pets)."
330,Dtt Hero Cyan Material,Done,fix,,,,WorkOrders/WORK_ORDER_330_dtt_hero_cyan_material.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
330,No Account Local Only Warning,Ready,fix,,,,WorkOrders/WORK_ORDER_330_no_account_local_only_warning.md,,spec Status: READY (small) - pick the surface.** **Lane:** 4 (UI/HUD) + 7 (Persistence).
331,Dtt Keyboard Hotkeys,Done,feature,,,,WorkOrders/WORK_ORDER_331_dtt_keyboard_hotkeys.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
331,Inventory Character Screen,Spec,docs,,,,WorkOrders/WORK_ORDER_331_inventory_character_screen.md,,spec Status: SPEC (design-driven).** **Lane:** 4 (UI/HUD). **Reference concept:
332,Dtt Aim Sensitivity,Done,feature,,,,WorkOrders/WORK_ORDER_332_dtt_aim_sensitivity.md,,spec Status: CLOSED - SUPERSEDED (system removed 2026-06-09)
333,Dtt Sensitivity Consolidation,Spec,feature,,,,WorkOrders/WORK_ORDER_333_dtt_sensitivity_consolidation.md,,spec Status:  DUPLICATE - CLOSED. Superseded by WO-332 (DTT aim sensitivity).** Kept (not deleted) to
